subject,trial,condition,RT_ms,accuracy,age
S16,10,Congruent,476.7,1,33
S16,11,Incongruent,537.3,0,33
S16,12,Congruent,450.0,1,33
S16,13,Congruent,416.5,1,33
S16,14,Congruent,375.4,1,33
S16,15,Congruent,370.7,1,33
S16,16,Congruent,506.4,1,33
S16,17,Congruent,395.5,1,33
S16,18,Incongruent,463.4,1,33
S16,19,Incongruent,499.2,1,33
S16,20,Congruent,440.7,1,33
S16,21,Congruent,375.8,1,33
S16,22,Congruent,407.6,1,33
S16,23,Congruent,362.5,1,33
S16,24,Incongruent,483.4,1,33
S16,25,Incongruent,460.0,1,33
S16,26,Congruent,430.6,1,33
S16,27,Incongruent,434.0,1,33
S16,28,Incongruent,403.9,1,33
S16,29,Incongruent,418.5,1,33
S16,30,Incongruent,443.8,1,33
S16,31,Congruent,314.1,1,33
S16,32,Incongruent,481.3,1,33
S16,33,Congruent,470.2,1,33
S16,34,Incongruent,355.8,1,33
S16,35,Congruent,393.9,1,33
S16,36,Incongruent,430.1,1,33
S16,37,Congruent,369.8,1,33
S16,38,Incongruent,456.0,1,33
S16,39,Incongruent,496.4,1,33
S16,40,Incongruent,532.9,1,33
S16,41,Congruent,421.6,1,33
S16,42,Incongruent,516.3,1,33
S16,43,Incongruent,462.4,1,33
S16,44,Incongruent,475.8,1,33
S16,45,Congruent,324.9,1,33
S16,46,Congruent,421.2,0,33
S16,47,Congruent,319.3,1,33
S16,48,Incongruent,490.1,1,33
S16,49,Congruent,409.8,1,33
S16,50,Incongruent,530.9,1,33
S16,51,Congruent,422.8,1,33
S16,52,Incongruent,353.9,1,33
S16,53,Congruent,412.0,1,33
S16,54,Incongruent,454.2,1,33
S16,55,Congruent,453.2,1,33
S16,56,Congruent,443.8,1,33
S16,57,Incongruent,415.7,1,33
S16,58,Congruent,452.7,1,33
S16,59,Congruent,408.1,1,33
S16,60,Congruent,426.2,1,33
S16,61,Congruent,384.3,1,33
S16,62,Congruent,470.7,1,33
S16,63,Incongruent,430.5,1,33
S16,64,Congruent,397.7,1,33
S16,65,Incongruent,354.0,1,33
S16,66,Incongruent,517.2,1,33
S16,67,Incongruent,378.7,1,33
S16,68,Congruent,416.9,1,33
S16,69,Incongruent,420.2,1,33
S16,70,Congruent,361.9,1,33
S16,71,Incongruent,455.4,1,33
S16,72,Incongruent,448.8,0,33
S16,73,Incongruent,446.7,1,33
S16,74,Congruent,449.7,1,33
S16,75,Incongruent,341.6,1,33
S16,76,Incongruent,436.9,0,33
S16,77,Congruent,363.3,0,33
S16,78,Incongruent,486.4,1,33
S16,79,Incongruent,463.2,0,33
S16,80,Congruent,457.8,1,33
S16,81,Congruent,444.0,1,33
S16,82,Congruent,427.2,1,33
S16,83,Incongruent,441.8,1,33
S16,84,Incongruent,451.2,1,33
S16,85,Incongruent,515.1,1,33
S16,86,Incongruent,414.7,1,33
S16,87,Incongruent,392.6,1,33
S16,88,Incongruent,430.1,1,33
S16,89,Congruent,365.0,1,33
S16,90,Congruent,419.5,1,33
S16,91,Incongruent,539.0,1,33
S16,92,Incongruent,459.9,1,33
S16,93,Incongruent,421.8,1,33
S16,94,Incongruent,357.9,1,33
S16,95,Congruent,413.0,1,33
S16,96,Congruent,457.1,1,33
S16,97,Congruent,378.5,1,33
S16,98,Congruent,447.1,1,33
S16,99,Congruent,372.9,1,33
S16,100,Congruent,415.9,1,33
S17,1,Congruent,589.2,1,30
S17,2,Congruent,601.2,1,30
S17,3,Congruent,565.8,1,30
S17,4,Incongruent,607.6,1,30
S17,5,Congruent,502.7,1,30
S17,6,Incongruent,660.2,1,30
S17,7,Incongruent,586.9,0,30
S17,8,Incongruent,560.7,1,30
S17,9,Congruent,553.3,1,30
S17,10,Congruent,591.2,1,30
S17,11,Congruent,526.8,1,30
S17,12,Incongruent,591.2,1,30
S17,13,Incongruent,620.8,1,30
S17,14,Incongruent,580.2,1,30
S17,15,Incongruent,684.7,1,30
S17,16,Congruent,558.9,1,30
S17,17,Incongruent,688.3,1,30
S17,18,Incongruent,590.3,1,30
S17,19,Incongruent,679.0,0,30
S17,20,Incongruent,608.6,0,30
S17,21,Congruent,614.2,1,30
S17,22,Congruent,532.7,1,30
S17,23,Congruent,676.3,1,30
S17,24,Incongruent,667.9,1,30
S17,25,Congruent,564.3,1,30
S17,26,Congruent,595.2,1,30
S17,27,Congruent,537.3,1,30
S17,28,Congruent,617.3,1,30
S17,29,Incongruent,607.0,1,30
S17,30,Incongruent,718.9,1,30
S17,31,Congruent,544.4,1,30
S17,32,Incongruent,665.4,1,30
S17,33,Congruent,628.2,1,30
S17,34,Congruent,503.5,1,30
S17,35,Congruent,600.2,1,30
S17,36,Incongruent,614.5,0,30
S17,37,Congruent,513.8,1,30
S17,38,Incongruent,618.0,1,30
S17,39,Congruent,499.8,1,30
S17,40,Incongruent,543.4,1,30
S17,41,Incongruent,595.4,1,30
S17,42,Congruent,481.3,1,30
S17,43,Incongruent,581.7,1,30
S17,44,Incongruent,620.2,1,30
S17,45,Congruent,582.9,1,30
S17,46,Incongruent,630.7,1,30
S17,47,Congruent,585.5,1,30
S17,48,Incongruent,664.5,1,30
S17,49,Congruent,556.2,1,30
S17,50,Incongruent,652.3,1,30
S17,51,Congruent,678.8,1,30
S17,52,Congruent,564.1,1,30
S17,53,Incongruent,532.0,1,30
S17,54,Congruent,521.1,1,30
S17,55,Congruent,583.7,1,30
S17,56,Incongruent,612.6,1,30
S17,57,Incongruent,522.8,1,30
S17,58,Congruent,515.8,1,30
S17,59,Incongruent,548.9,1,30
S17,60,Incongruent,632.8,1,30
S17,61,Incongruent,563.8,1,30
S17,62,Incongruent,590.3,1,30
S17,63,Incongruent,602.6,0,30
S17,64,Congruent,528.7,1,30
S17,65,Congruent,557.9,1,30
S17,66,Incongruent,589.7,1,30
S17,67,Congruent,485.6,1,30
S17,68,Congruent,503.5,1,30
S17,69,Incongruent,610.9,0,30
S17,70,Incongruent,583.7,1,30
S17,71,Congruent,615.5,1,30
S17,72,Incongruent,588.1,1,30
S17,73,Incongruent,529.0,1,30
S17,74,Incongruent,545.4,1,30
S17,75,Incongruent,544.9,1,30
S17,76,Incongruent,605.6,1,30
S17,77,Congruent,492.6,1,30
S17,78,Congruent,495.7,0,30
S17,79,Incongruent,553.8,1,30
S17,80,Incongruent,585.2,1,30
S17,81,Incongruent,589.5,1,30
S17,82,Congruent,581.8,1,30
S17,83,Congruent,558.7,1,30
S17,84,Incongruent,657.3,1,30
S17,85,Incongruent,629.1,1,30
S17,86,Congruent,534.6,1,30
S17,87,Congruent,540.2,1,30
S17,88,Congruent,589.5,1,30
S17,89,Congruent,571.7,1,30
S17,90,Incongruent,566.5,1,30
S17,91,Congruent,612.3,1,30
S17,92,Congruent,529.7,1,30
S17,93,Congruent,574.9,1,30
S17,94,Incongruent,601.7,1,30
S17,95,Congruent,484.6,1,30
S17,96,Incongruent,630.2,1,30
S17,97,Incongruent,556.4,1,30
S17,98,Congruent,554.4,1,30
S17,99,Congruent,516.0,1,30
S17,100,Congruent,532.8,1,30
S18,1,Incongruent,572.5,1,36
S18,2,Congruent,464.4,1,36
S18,3,Congruent,427.1,1,36
S18,4,Incongruent,635.0,1,36
S18,5,Congruent,587.2,1,36
S18,6,Congruent,487.8,1,36
S18,7,Incongruent,640.6,1,36
S18,8,Incongruent,588.7,1,36
S18,9,Incongruent,580.2,1,36
S18,10,Congruent,461.2,1,36
S18,11,Congruent,472.4,1,36
S18,12,Incongruent,539.3,0,36
S18,13,Congruent,572.4,1,36
S18,14,Incongruent,615.5,0,36
S18,15,Incongruent,626.7,1,36
S18,16,Congruent,597.4,0,36
S18,17,Incongruent,626.7,0,36
S18,18,Incongruent,619.9,1,36
S18,19,Congruent,525.1,1,36
S18,20,Incongruent,614.2,1,36
S18,21,Incongruent,529.8,1,36
S18,22,Congruent,471.8,1,36
S18,23,Congruent,523.5,1,36
S18,24,Incongruent,577.6,1,36
S18,25,Congruent,502.3,1,36
S18,26,Congruent,591.6,1,36
S18,27,Congruent,547.5,1,36
S18,28,Congruent,456.3,1,36
S18,29,Congruent,521.3,1,36
S18,30,Incongruent,619.8,0,36
S18,31,Congruent,471.0,1,36
S18,32,Incongruent,626.8,1,36
S18,33,Incongruent,523.3,1,36
S18,34,Congruent,554.5,1,36
S18,35,Congruent,486.6,1,36
S18,36,Incongruent,500.9,1,36
S18,37,Incongruent,588.2,1,36
S18,38,Incongruent,528.3,1,36
S18,39,Congruent,502.1,1,36
S18,40,Incongruent,622.7,1,36
S18,41,Congruent,521.6,0,36
S18,42,Incongruent,550.2,1,36
S18,43,Incongruent,552.0,1,36
S18,44,Congruent,454.7,0,36
S18,45,Incongruent,610.3,1,36
S18,46,Incongruent,655.4,1,36
S18,47,Incongruent,563.2,1,36
S18,48,Incongruent,573.0,1,36
S18,49,Incongruent,547.8,0,36
S18,50,Congruent,484.8,1,36
S18,51,Congruent,499.9,1,36
S18,52,Incongruent,542.4,0,36
S18,53,Incongruent,574.6,1,36
S18,54,Incongruent,584.8,1,36
S18,55,Incongruent,552.9,1,36
S18,56,Incongruent,559.4,1,36
S18,57,Incongruent,582.9,1,36
S18,58,Congruent,547.8,1,36
S18,59,Incongruent,666.5,1,36
S18,60,Incongruent,551.6,1,36
S18,61,Incongruent,522.2,1,36
S18,62,Incongruent,524.9,1,36
S18,63,Incongruent,495.5,1,36
S18,64,Congruent,432.4,1,36
S18,65,Incongruent,571.0,1,36
S18,66,Congruent,435.4,1,36
S18,67,Congruent,499.4,1,36
S18,68,Incongruent,700.1,1,36
S18,69,Congruent,525.6,1,36
S18,70,Congruent,494.1,1,36
S18,71,Incongruent,591.8,0,36
S18,72,Congruent,435.7,1,36
S18,73,Congruent,510.5,1,36
S18,74,Congruent,459.1,1,36
S18,75,Congruent,380.3,1,36
S18,76,Incongruent,545.3,1,36
S18,77,Congruent,473.2,1,36
S18,78,Congruent,508.6,1,36
S18,79,Incongruent,614.0,1,36
S18,80,Congruent,460.2,1,36
S18,81,Incongruent,578.4,1,36
S18,82,Congruent,467.4,1,36
S18,83,Congruent,502.6,1,36
S18,84,Congruent,411.9,1,36
S18,85,Congruent,543.6,1,36
S18,86,Congruent,433.5,1,36
S18,87,Congruent,472.7,1,36
S18,88,Congruent,475.6,0,36
S18,89,Congruent,532.1,1,36
S18,90,Incongruent,543.9,1,36
S18,91,Incongruent,550.5,1,36
S18,92,Congruent,451.6,1,36
S18,93,Incongruent,529.2,1,36
S18,94,Congruent,419.8,1,36
S18,95,Congruent,448.2,1,36
S18,96,Congruent,567.5,1,36
S18,97,Incongruent,503.1,1,36
S18,98,Congruent,545.7,0,36
S18,99,Incongruent,592.8,1,36
S18,100,Incongruent,569.9,1,36
S19,1,Incongruent,609.8,1,36
S19,2,Congruent,545.6,1,36
S19,3,Congruent,548.4,1,36
S19,4,Incongruent,550.1,1,36
S19,5,Incongruent,621.3,1,36
S19,6,Incongruent,610.1,1,36
S19,7,Congruent,606.8,1,36
S19,8,Incongruent,526.9,1,36
S19,9,Incongruent,623.8,1,36
S19,10,Incongruent,633.9,0,36
S19,11,Incongruent,609.7,1,36
S19,12,Congruent,501.8,1,36
S19,13,Congruent,515.5,1,36
S19,14,Congruent,469.9,1,36
S19,15,Congruent,505.3,1,36
S19,16,Congruent,515.5,1,36
S19,17,Congruent,421.7,1,36
S19,18,Incongruent,666.9,1,36
S19,19,Incongruent,546.2,1,36
S19,20,Incongruent,564.8,1,36
S19,21,Incongruent,561.6,1,36
S19,22,Congruent,503.7,1,36
S19,23,Incongruent,548.5,0,36
S19,24,Incongruent,588.8,1,36
S19,25,Incongruent,552.0,0,36
S19,26,Congruent,524.8,1,36
S19,27,Incongruent,647.3,0,36
S19,28,Incongruent,593.6,1,36
S19,29,Incongruent,560.5,1,36
S19,30,Incongruent,601.3,0,36
S19,31,Incongruent,605.7,1,36
S19,32,Congruent,531.9,1,36
S19,33,Incongruent,586.7,1,36
S19,34,Congruent,584.2,1,36
S19,35,Congruent,568.4,1,36
S19,36,Congruent,490.4,1,36
S19,37,Congruent,635.6,1,36
S19,38,Incongruent,635.2,1,36
S19,39,Incongruent,586.2,1,36
S19,40,Incongruent,481.3,1,36
S19,41,Congruent,524.4,1,36
S19,42,Congruent,552.1,1,36
S19,43,Incongruent,684.8,1,36
S19,44,Congruent,483.1,1,36
S19,45,Congruent,535.6,1,36
S19,46,Congruent,500.8,1,36
S19,47,Incongruent,557.8,0,36
S19,48,Incongruent,582.5,1,36
S19,49,Congruent,592.7,0,36
S19,50,Incongruent,499.2,1,36
S19,51,Incongruent,623.4,1,36
S19,52,Incongruent,582.0,1,36
S19,53,Congruent,520.8,1,36
S19,54,Congruent,581.9,0,36
S19,55,Incongruent,528.4,1,36
S19,56,Incongruent,569.9,1,36
S19,57,Incongruent,562.8,1,36
S19,58,Congruent,538.4,1,36
S19,59,Congruent,549.9,1,36
S19,60,Incongruent,550.9,1,36
S19,61,Congruent,476.8,1,36
S19,62,Incongruent,651.5,1,36
S19,63,Congruent,501.1,1,36
S19,64,Congruent,478.1,1,36
S19,65,Congruent,374.6,1,36
S19,66,Incongruent,620.6,0,36
S19,67,Incongruent,643.5,1,36
S19,68,Congruent,549.2,1,36
S19,69,Congruent,459.1,1,36
S19,70,Incongruent,647.2,1,36
S19,71,Congruent,591.3,0,36
S19,72,Congruent,544.0,1,36
S19,73,Congruent,474.1,1,36
S19,74,Congruent,446.9,1,36
S19,75,Congruent,492.5,1,36
S19,76,Congruent,474.0,1,36
S19,77,Congruent,497.3,1,36
S19,78,Congruent,486.2,1,36
S19,79,Incongruent,518.8,1,36
S19,80,Congruent,515.3,1,36
S19,81,Incongruent,475.9,1,36
S19,82,Incongruent,530.1,1,36
S19,83,Incongruent,615.7,1,36
S19,84,Incongruent,554.9,1,36
S19,85,Incongruent,601.7,1,36
S19,86,Incongruent,522.3,1,36
S19,87,Incongruent,557.5,1,36
S19,88,Incongruent,586.9,1,36
S19,89,Incongruent,448.0,1,36
S19,90,Incongruent,574.4,1,36
S19,91,Congruent,452.4,1,36
S19,92,Congruent,512.7,1,36
S19,93,Congruent,444.8,1,36
S19,94,Congruent,493.9,1,36
S19,95,Congruent,448.7,1,36
S19,96,Congruent,465.4,1,36
S19,97,Incongruent,577.4,1,36
S19,98,Congruent,485.6,1,36
S19,99,Congruent,565.0,1,36
S19,100,Congruent,488.6,1,36
S20,1,Congruent,537.9,1,39
S20,2,Incongruent,484.5,1,39
S20,3,Incongruent,659.1,1,39
S20,4,Incongruent,527.6,1,39
S20,5,Incongruent,595.5,1,39
S20,6,Incongruent,475.4,1,39
S20,7,Incongruent,497.7,0,39
S20,8,Incongruent,575.5,1,39
S20,9,Congruent,497.8,1,39
S20,10,Incongruent,471.0,1,39
S20,11,Incongruent,581.1,0,39
S20,12,Incongruent,620.7,1,39
S20,13,Incongruent,582.4,1,39
S20,14,Congruent,441.2,1,39
S20,15,Congruent,546.4,1,39
S20,16,Congruent,537.9,1,39
S20,17,Congruent,465.0,1,39
S20,18,Incongruent,598.0,1,39
S20,19,Incongruent,502.8,1,39
S20,20,Congruent,461.6,1,39
S20,21,Congruent,543.8,1,39
S20,22,Incongruent,562.7,1,39
S20,23,Incongruent,568.0,1,39
S20,24,Incongruent,581.1,1,39
S20,25,Incongruent,567.1,1,39
S20,26,Incongruent,521.9,1,39
S20,27,Incongruent,472.0,1,39
S20,28,Congruent,492.7,1,39
S20,29,Incongruent,593.6,1,39
S20,30,Congruent,546.1,1,39
S20,31,Incongruent,533.2,1,39
S20,32,Congruent,476.1,1,39
S20,33,Incongruent,634.7,1,39
S20,34,Incongruent,598.1,0,39
S20,35,Incongruent,585.7,1,39
S20,36,Incongruent,543.5,1,39
S20,37,Congruent,496.7,1,39
S20,38,Congruent,433.5,1,39
S20,39,Congruent,417.5,0,39
S20,40,Congruent,426.1,1,39
S20,41,Incongruent,513.5,1,39
S20,42,Congruent,539.4,1,39
S20,43,Congruent,568.2,1,39
S20,44,Congruent,518.7,1,39
S20,45,Congruent,395.2,1,39
S20,46,Congruent,476.5,1,39
S20,47,Incongruent,557.3,1,39
S20,48,Incongruent,618.8,1,39
S20,49,Congruent,488.4,1,39
S20,50,Congruent,507.7,1,39
S20,51,Congruent,495.0,1,39
S20,52,Congruent,464.6,1,39
S20,53,Incongruent,558.7,1,39
S20,54,Congruent,550.9,1,39
S20,55,Congruent,398.3,1,39
S20,56,Incongruent,531.2,1,39
S20,57,Congruent,460.3,1,39
S20,58,Incongruent,538.3,0,39
S20,59,Incongruent,580.6,1,39
S20,60,Congruent,455.7,1,39
S20,61,Incongruent,476.3,1,39
S20,62,Incongruent,538.2,1,39
S20,63,Incongruent,517.5,1,39
S20,64,Incongruent,468.1,1,39
S20,65,Congruent,487.4,1,39
S20,66,Congruent,463.4,1,39
S20,67,Congruent,481.4,1,39
S20,68,Congruent,450.6,1,39
S20,69,Congruent,514.1,0,39
S20,70,Congruent,534.3,1,39
S20,71,Incongruent,502.1,1,39
S20,72,Congruent,360.2,1,39
S20,73,Incongruent,523.5,1,39
S20,74,Incongruent,440.8,1,39
S20,75,Congruent,445.5,1,39
S20,76,Congruent,438.6,1,39
S20,77,Incongruent,627.1,1,39
S20,78,Congruent,455.7,1,39
S20,79,Incongruent,476.5,0,39
S20,80,Incongruent,619.1,1,39
S20,81,Congruent,447.4,1,39
S20,82,Incongruent,469.5,1,39
S20,83,Congruent,457.2,0,39
S20,84,Incongruent,521.6,1,39
S20,85,Incongruent,477.3,1,39
S20,86,Congruent,434.6,1,39
S20,87,Incongruent,573.1,1,39
S20,88,Congruent,509.9,0,39
S20,89,Incongruent,500.3,1,39
S20,90,Congruent,539.4,1,39
S20,91,Incongruent,549.5,1,39
S20,92,Congruent,497.0,1,39
S20,93,Incongruent,546.9,1,39
S20,94,Congruent,398.8,1,39
S20,95,Congruent,473.8,1,39
S20,96,Congruent,471.5,1,39
S20,97,Congruent,383.2,1,39
S20,98,Congruent,384.0,1,39
S20,99,Congruent,390.7,1,39
S20,100,Incongruent,561.2,1,39
S21,1,Incongruent,650.7,1,29
S21,2,Incongruent,615.8,0,29
S21,3,Congruent,451.2,1,29
S21,4,Congruent,538.1,1,29
S21,5,Congruent,478.4,1,29
S21,6,Incongruent,623.5,1,29
S21,7,Congruent,562.5,1,29
S21,8,Incongruent,553.3,1,29
S21,9,Incongruent,573.0,1,29
S21,10,Incongruent,564.4,1,29
S21,11,Congruent,514.7,1,29
S21,12,Congruent,542.6,1,29
S21,13,Incongruent,583.9,0,29
S21,14,Congruent,504.2,1,29
S21,15,Incongruent,565.8,1,29
S21,16,Congruent,460.7,1,29
S21,17,Incongruent,640.0,1,29
S21,18,Congruent,552.9,1,29
S21,19,Incongruent,597.7,1,29
S21,20,Congruent,618.8,1,29
S21,21,Incongruent,582.4,1,29
S21,22,Congruent,542.5,1,29
S21,23,Incongruent,634.7,1,29
S21,24,Congruent,475.2,1,29
S21,25,Incongruent,555.7,1,29
S21,26,Congruent,488.1,1,29
S21,27,Congruent,532.6,1,29
S21,28,Congruent,426.8,1,29
S21,29,Incongruent,562.6,1,29
S21,30,Congruent,581.7,1,29
S21,31,Incongruent,619.8,1,29
S21,32,Incongruent,610.9,1,29
S21,33,Congruent,568.1,1,29
S21,34,Incongruent,554.0,1,29
S21,35,Incongruent,610.7,1,29
S21,36,Congruent,530.7,1,29
S21,37,Congruent,523.0,1,29
S21,38,Incongruent,581.5,1,29
S21,39,Incongruent,661.5,1,29
S21,40,Incongruent,561.8,1,29
S21,41,Incongruent,560.1,1,29
S21,42,Congruent,548.7,0,29
S21,43,Incongruent,584.3,1,29
S21,44,Congruent,478.8,1,29
S21,45,Congruent,458.5,1,29
S21,46,Incongruent,587.8,1,29
S21,47,Congruent,538.4,1,29
S21,48,Congruent,437.5,1,29
S21,49,Congruent,540.4,1,29
S21,50,Incongruent,581.6,0,29
S21,51,Incongruent,527.5,0,29
S21,52,Incongruent,647.9,0,29
S21,53,Congruent,551.9,1,29
S21,54,Incongruent,532.0,1,29
S21,55,Incongruent,497.8,1,29
S21,56,Congruent,572.4,1,29
S21,57,Incongruent,560.9,1,29
S21,58,Incongruent,559.5,0,29
S21,59,Incongruent,555.8,0,29
S21,60,Congruent,441.2,0,29
S21,61,Incongruent,547.5,1,29
S21,62,Incongruent,640.4,1,29
S21,63,Congruent,535.8,1,29
S21,64,Incongruent,530.5,1,29
S21,65,Incongruent,523.8,1,29
S21,66,Congruent,517.3,1,29
S21,67,Congruent,499.5,1,29
S21,68,Congruent,567.5,1,29
S21,69,Congruent,533.9,1,29
S21,70,Incongruent,685.1,1,29
S21,71,Congruent,421.0,1,29
S21,72,Congruent,546.6,1,29
S21,73,Incongruent,619.7,1,29
S21,74,Incongruent,634.5,1,29
S21,75,Incongruent,517.4,0,29
S21,76,Congruent,473.2,1,29
S21,77,Congruent,415.2,1,29
S21,78,Incongruent,665.7,1,29
S21,79,Congruent,535.2,1,29
S21,80,Incongruent,580.3,1,29
S21,81,Congruent,503.0,1,29
S21,82,Incongruent,601.2,1,29
S21,83,Congruent,466.0,1,29
S21,84,Incongruent,545.1,1,29
S21,85,Congruent,500.9,1,29
S21,86,Congruent,465.3,1,29
S21,87,Congruent,432.9,1,29
S21,88,Congruent,535.0,1,29
S21,89,Congruent,396.8,1,29
S21,90,Congruent,483.4,1,29
S21,91,Congruent,478.6,1,29
S21,92,Congruent,571.8,1,29
S21,93,Incongruent,549.4,1,29
S21,94,Incongruent,522.8,1,29
S21,95,Congruent,448.6,1,29
S21,96,Incongruent,546.4,0,29
S21,97,Incongruent,524.5,1,29
S21,98,Congruent,541.3,0,29
S21,99,Incongruent,534.3,1,29
S21,100,Incongruent,522.9,1,29
S22,1,Congruent,507.0,1,32
S22,2,Congruent,480.4,1,32
S22,3,Congruent,428.3,1,32
S22,4,Incongruent,496.2,1,32
S22,5,Congruent,519.1,1,32
S22,6,Incongruent,446.7,1,32
S22,7,Incongruent,481.3,1,32
S22,8,Congruent,434.8,1,32
S22,9,Congruent,448.5,1,32
S22,10,Congruent,457.2,1,32
S22,11,Congruent,472.9,1,32
S22,12,Incongruent,591.1,0,32
S22,13,Incongruent,541.9,1,32
S22,14,Congruent,378.1,1,32
S22,15,Congruent,436.3,1,32
S22,16,Incongruent,571.1,1,32
S22,17,Incongruent,507.2,1,32
S22,18,Incongruent,511.9,1,32
S22,19,Incongruent,496.7,1,32
S22,20,Incongruent,489.8,0,32
S22,21,Congruent,417.2,1,32
S22,22,Incongruent,407.5,1,32
S22,23,Incongruent,517.9,1,32
S22,24,Congruent,370.8,1,32
S22,25,Incongruent,474.6,1,32
S22,26,Incongruent,586.5,1,32
S22,27,Congruent,414.5,1,32
S22,28,Congruent,440.3,1,32
S22,29,Incongruent,531.8,1,32
S22,30,Congruent,520.5,1,32
S22,31,Congruent,406.0,1,32
S22,32,Incongruent,507.9,1,32
S22,33,Congruent,429.6,1,32
S22,34,Congruent,395.6,1,32
S22,35,Incongruent,519.8,1,32
S22,36,Congruent,366.4,1,32
S22,37,Incongruent,574.6,1,32
S22,38,Congruent,424.3,1,32
S22,39,Congruent,499.7,1,32
S22,40,Congruent,454.6,1,32
S22,41,Congruent,453.8,1,32
S22,42,Incongruent,439.6,1,32
S22,43,Incongruent,454.2,1,32
S22,44,Incongruent,488.2,1,32
S22,45,Congruent,414.7,1,32
S22,46,Congruent,402.6,1,32
S22,47,Incongruent,487.0,1,32
S22,48,Incongruent,564.0,1,32
S22,49,Incongruent,479.4,1,32
S22,50,Congruent,396.2,1,32
S22,51,Incongruent,424.7,1,32
S22,52,Incongruent,499.5,1,32
S22,53,Congruent,417.0,1,32
S22,54,Congruent,334.9,1,32
S22,55,Congruent,412.7,1,32
S22,56,Incongruent,557.2,0,32
S22,57,Incongruent,498.8,1,32
S22,58,Incongruent,576.1,1,32
S22,59,Congruent,426.2,1,32
S22,60,Congruent,416.3,1,32
S22,61,Incongruent,448.5,1,32
S22,62,Incongruent,510.6,1,32
S22,63,Congruent,404.5,1,32
S22,64,Incongruent,485.7,1,32
S22,65,Incongruent,464.5,1,32
S22,66,Congruent,448.0,1,32
S22,67,Congruent,384.3,1,32
S22,68,Congruent,439.1,1,32
S22,69,Incongruent,447.3,1,32
S22,70,Incongruent,436.1,1,32
S22,71,Congruent,357.8,1,32
S22,72,Incongruent,521.0,0,32
S22,73,Incongruent,473.8,1,32
S22,74,Congruent,346.8,0,32
S22,75,Incongruent,493.7,1,32
S22,76,Congruent,382.3,1,32
S22,77,Congruent,417.5,1,32
S22,78,Incongruent,428.5,1,32
S22,79,Incongruent,436.3,1,32
S22,80,Congruent,397.2,1,32
S22,81,Incongruent,488.9,1,32
S22,82,Congruent,395.8,1,32
S22,83,Congruent,350.3,1,32
S22,84,Incongruent,430.5,0,32
S22,85,Incongruent,492.1,1,32
S22,86,Incongruent,474.1,1,32
S22,87,Congruent,370.4,1,32
S22,88,Incongruent,456.4,1,32
S22,89,Congruent,531.0,1,32
S22,90,Incongruent,482.7,1,32
S22,91,Congruent,424.6,1,32
S22,92,Congruent,377.2,1,32
S22,93,Congruent,344.9,1,32
S22,94,Congruent,343.5,1,32
S22,95,Incongruent,454.5,1,32
S22,96,Incongruent,413.1,1,32
S22,97,Incongruent,443.1,0,32
S22,98,Congruent,380.2,1,32
S22,99,Congruent,358.0,1,32
S22,100,Incongruent,406.2,0,32
S23,1,Incongruent,728.0,1,21
S23,2,Congruent,531.0,0,21
S23,3,Incongruent,626.0,0,21
S23,4,Congruent,544.3,1,21
S23,5,Incongruent,642.6,1,21
S23,6,Congruent,568.6,1,21
S23,7,Incongruent,615.7,1,21
S23,8,Incongruent,615.0,1,21
S23,9,Congruent,647.2,1,21
S23,10,Incongruent,717.8,0,21
S23,11,Congruent,566.9,1,21
S23,12,Incongruent,598.4,1,21
S23,13,Congruent,506.6,1,21
S23,14,Congruent,551.6,0,21
S23,15,Incongruent,583.3,1,21
S23,16,Incongruent,613.1,1,21
S23,17,Incongruent,693.0,1,21
S23,18,Congruent,568.8,1,21
S23,19,Incongruent,616.8,1,21
S23,20,Incongruent,562.7,1,21
S23,21,Congruent,614.8,1,21
S23,22,Incongruent,608.0,1,21
S23,23,Incongruent,691.8,1,21
S23,24,Incongruent,660.1,1,21
S23,25,Incongruent,624.9,1,21
S23,26,Congruent,565.7,1,21
S23,27,Congruent,502.8,1,21
S23,28,Congruent,552.5,1,21
S23,29,Congruent,568.2,1,21
S23,30,Incongruent,628.6,1,21
S23,31,Congruent,557.6,1,21
S23,32,Congruent,508.3,1,21
S23,33,Congruent,577.6,1,21
S23,34,Congruent,602.6,0,21
S23,35,Congruent,542.6,1,21
S23,36,Incongruent,607.7,0,21
S23,37,Congruent,555.9,1,21
S23,38,Congruent,541.9,1,21
S23,39,Congruent,590.0,1,21
S23,40,Congruent,536.9,1,21
S23,41,Incongruent,596.7,1,21
S23,42,Incongruent,631.8,1,21
S23,43,Congruent,629.4,1,21
S23,44,Incongruent,652.3,1,21
S23,45,Incongruent,605.5,1,21
S23,46,Incongruent,654.4,1,21
S23,47,Incongruent,598.6,1,21
S23,48,Incongruent,547.1,1,21
S23,49,Congruent,620.4,1,21
S23,50,Incongruent,637.4,1,21
S23,51,Congruent,592.2,1,21
S23,52,Congruent,479.8,1,21
S23,53,Incongruent,578.5,1,21
S23,54,Incongruent,571.4,1,21
S23,55,Congruent,456.2,1,21
S23,56,Incongruent,615.1,1,21
S23,57,Congruent,486.3,1,21
S23,58,Incongruent,644.3,1,21
S23,59,Incongruent,656.2,1,21
S23,60,Incongruent,623.2,0,21
S23,61,Congruent,500.6,1,21
S23,62,Incongruent,534.7,1,21
S23,63,Incongruent,607.3,0,21
S23,64,Incongruent,642.6,0,21
